No;Review
15;"Membaca buku ini, saya jadi serem *loh kok?

Ya, karena buku ini mengisahkan dua orang yang sama-sama mencinta, namun juga sama-sama bertepuk sebelah tangan. Tak tergapai, tak tercapai. Betapa dua orang ini berusaha membunuh perasaannya sejak awal dengan rasionya, namun nyatanya cinta tak rasional. Mengakar kuat begitu saja, meski setiap cabang perasaan yang tumbuh dipangkas habis, nyatanya kembali tumbuh kembali dengan cabang yang lebih banyak. Sesuatu yang tidak terkendali inilah yang membuat sakit pada akhirnya. Dia menafikan perasaan itu, merasa baik-baik saja namun tak diduga perasaan itu justru membunuhnya pelan-pelan, menghantarkan rasa hampa tanpa dia sadari.

Anyway, buku ini dibawakan secara sederhana, tak banyak konflik, tidak menggunakan bahasa langit, namun sukses menyampaikan makna yang dalam kepada para pembacanya. Para tokohnya rasional dalam memainkan perannya masing-masing, tidak absurd dan tidak picisan sehingga saya lebih enjoy dan menghayati kisahnya."
16;"Bagi seorang yang sangat sulit untuk membaca novel sepertiku, daftar isi menjadi sangat penting. Maka, saat aku pertama kali membuka pembungkus plastik buku Daun Yang Jatuh Tak Pernah Membenci Angin itu, langkah pertama adalah mencari daftar isinya. Aku ingin tahu ada berapa bab dalam buku itu. Mungkin saja judul tiap babnya bisa menarik minatku untuk tidak loncat-loncat saat membacanya (ini kebiasaan buruk kalo baca novel, baca dua bab awal, trus ke beberapa bab akhir, kalo agak bingung, baca bab di tengah2. Aneh!).

Sayangnya, daftar isi tidak ada dalam buku itu. Tere-Liye langsung mengajakku masuk ke dalam cerita. Mengambil sudut pandang seorang gadis bernama Tania yang sedang berdiri manis memandang ke luar jendela. Dari lantai dua sebuah toko buku. Hmm.. Aku menjadi tertarik karena setting tempatnya yang begitu kukenal dengan baik. Toko buku itu mirip sekali seperti Gramedia Depok, toko buku favoritku, yang sering kukunjungi karena jika beruntung (segel plastiknya dibuka), aku bisa membaca buku-buku secara gratis, tak perlu mengikuti jejak Tania untuk membeli buku selepasnya dari toko buku itu. hehe.. Mungkin aku hanya perlu menahan kakiku agar tetap kuat berdiri, secara kursi untuk duduk sangat terbatas jumlahnya. Yaph, selama satu jam Tania mengenang kisahnya selama 10 tahun terakhir, dari dalam toko buku itu. (Btw, settingan waktu yang ditampilkan penulis juga menarik looh..!).

Kisah cinta Tania sebenarnya tidak terlalu istimewa. Cintanya berkisar antara cinta kepada Ibu, adik, dan seseorang. Seseorang yang pada akhirnya mengambil porsi lebih banyak untuk dibahas oleh Tania. Seseorang yang membuat Tania harus bermain dengan harapan dan asumsi. Dan kisah cinta ini semakin membuatku yakin, bahwa dengan cinta, semua akan terasa mudah. mungkin penggambaran di sini lebih sederhana, seorang Tania kecil, karena cintanya pada Seseorang, rela mengikuti keinginannya untuk menjadi gadis yang cantik dan dewasa. Cinta terkadang memang mampu menjadi energi positif. Seperti seorang bapak tua yang rela berpanas-panas ria mengatur jalan karena cintanya pada pekerjaannya. Dan mungkin karena cinta pula aku rela berjongkok di pinggir danau UI hanya untuk mengamati capung2ku. hoho..

Tapi yang menarik dari novel ini adalah filosofi seperti yang tertuang dalam judul novel tersebut.

Daun yang jatuh tak pernah membenci angin..
Dia jatuh begitu saja, tak melawan..mengikhlaskan semuanya
Hidup harus menerima.. penerimaan yang indah
Hidup harus mengerti.. pengertian yang benar
Dan hidup harus memahami.. pemahaman yang tulus.
Tak peduli dari mana penerimaan, pengertian, dan pemahaman itu datang,
Tak masalah mesti lewat kejadian yang sedih dan menyakitkan.

Kata-kata itu sepertinya tak harus diaplikasikan untuk kisah cinta saja. Nyatanya, dalam kehidupan sehari-hari pun kita harus sadar bahwa ada garis takdir yang menentukan perjalanan kita. Tapi yang tetap perlu diingat, bahwa ada usaha dalam setiap doa. Pun kurasa, daun yang jatuh itu tidak serta merta jatuh, ada masa yang tepat membuatnya jatuh. (kecuali ada orang iseng yang mencabut daun sembarangan kali yaa..! hayooo.. jangan menyalahi takdir si daun..! hihi..)


nb:
hal lain yang menarik saat aku membaca novel ini adalah profile chat Dede yang bergonta-ganti mengikuti suasana hatinya ^___^"
18;"Buku Tere Liye pertama yang saya baca. Sebenarnya beli buku ini di Januari tahun lalu, karena tertarik dengan disain sampulnya dan nama pengarang Best Seller yang sedang terkenal. Berhubung banyaknya buku yang numpuk untuk dibaca, baru sempat terbaca sekarang. Mungkin juga karena dipicu oleh film dari adaptasi novel Tere Liye yang sudah putar di Bioskop (belum nonton sih) akhirnya saya tarik buku ini dari tumpukan, ah mungkin juga karena sedang mood-nya baca buku genre ini.

Suka dengan gaya penulisannya, ringkas, enak dibaca, mudah dipahami, tapi tidak suka dengan ide ceritanya. Perbedaan usia 14 tahun antara wanita dan pria, sebenarnya bukan masalah sama sekali, jika wanitanya berumur paling tidak 17 tahun. Tapi bayangkan seorang pria 26 tahun punya perasaan suka dengan anak bau kencur berumur 12 tahun, ... ohh come on... sekarang bukan jamannya lagi nikah diatur keluarga, nenekku saja usianya 16tahun ketika dijodohin dengan kakek. Kalau jaman sekarang, dengan tanpa paksaan seorang lelaki punya perasaan tertentu ke anak belum puber, kesannya phedophilia.

Ini definisi Phedophilia dari Wikipedia :
As a medical diagnosis, pedophilia (or paedophilia) is defined as a psychiatric disorder in adults or late adolescents (persons age 16 or older) typically characterized by a primary or exclusive sexual interest in prepubescent children (generally age 13 years or younger, though onset of puberty may vary). The child must be at least five years younger than the adolescent (16 or older) to be termed pedophilia.

Hehehe... itulah kesan saya dari buku pertama yang saya baca dari pak Darwis Tere Liye. Saya masih mau membaca buku-buku yang lainnya dari pengarang ini, karena suka dengan gaya tulisannya, tapi mudah-mudahan dibuku yang lain ceritanya lebih baik, lebih membumi, dan lebih realistis.
Ada yang mau meminjamkan atau ngirim ebook nya ke sayah ? ;) ***takutkuciwalagi.com**"
19;"Novel Tere Liye pertama -dari sekian banyaknya koleksi novel Tere Liye mama yang saya baca. Awalnya gak terlalu tertarik tapi setelah liat mama saya membaca sampai menangis tersedu-sedu jadi penasaran hehehe..
Benar-benar gak bisa ngebayangin, jadi Tania yang mencintai ""Malaikat"" keluarganya yang usianya jauh berbeda. Tapi ternyata itu tidak mengubah perasaan yang mungkin awalnya kagum menjadi perasaan mencintai. Tapi sayang Tania harus merelakan ""Malaikat""nya menikah dengan perempuan lain, sampai perempuan itu mengatakan kepada Tania kalau dia sedang mengangdung 4 bulan. Dan setelah mendengar kabar bahagia dari Istri Malaikatnya, ia juga harus mendengar kabar yang lebih bahagia lagi kalau ternyata Malaikatnya lebih mencintai dirinya daripada Istrinya yang sekarang. Waaah Tania frustasi sekali kelihatannya. Tapi akhirnya ia memilih pergi meninggalkan semuanya karena memang sudah terlambat. Tania mungkin berpikir untuk tidak mengganggu keluarga orang lain.
Ahhhhh Tania tegar sekali kamuuu :"")"
21;"Saya bukan penggemar berat Tere Liye, tapi saya punya beberapa novel karya beliau. Sejujurnya novel ini adalah karyanya yang saya baca sampai selesai dalam sekali duduk. Penasaran, ketika baru sampai dihalaman-halaman awal sudah tidak bisa menahan diri untuk membaca halaman akhir. Walhasil saya jadi tambah penasaran. 
Judulnya menarik. Justru saya membeli karena judulnya, walaupun agak telat sih (maklum, toko buku besar seperti Gramedia baru ada di kota saya dua bulan terakhir). 
Saya selalu suka cara Tere mendeskripsikan setting melalui pemikiran karakter dalam novelnya. Pemandangan yang di lihat Tania-tokoh utama dalam novel ini-dari lantai dua toko buku favoritnya sering diulang tapi tidak membosankan, malah memperkuat 'feel' yang sedang dirasakan Tania saat itu.
Karakter Tania dari gadis kecil berkepang dua menjadi gadis dewasa yang cantik sepertinya agak maksa ya. Tapi saya tetap suka dengan perubahan Tania dari lembar ke lembar. 
Walaupun cerita ending-nya agak sedikit menggantung. Sebenarnya sudah jelas bagaimana perasaan Danar kepada Tania, walaupun Danar tidak mengakui dan mengatakannya langsung. Mungkin, Tere bermaksud agar pembaca saja yang menarik kesimpulan bagaimana perasaan Danar sesungguhnya kepada Tania.
Well, yang saya yakin dari novel ini, apapun yang kita rasakan pada orang lain, kita punya hak untuk memberitahukannya. Bagaimana orang itu akan menerima atau menolak perasaan kita, itu juga adalah haknya.
Setelah ini saya harus baca novel-novel karya Tere Liye yang lain :D"
22;"i love this book :-)

aslinya, uda lama sekali punya buku ini. gandengan dengan buku2 Bang Darwis lain yang tegeletak di rak berharap nanti-nanti ada waktu buat ngebacanya. Suatu saat, berkunjuglah ke rumah adik, liat buku ini (miliki dia sendiri) di lemari, dan entah mengapa tergerak membaca. Eng Ing Eng.... sukses banget nyuekin lingkungan sekitar sampai bukunya selesai dibaca...

Ceritanya simpel, indah, bikin geregetan, rada 'too good to be true', tapi beneran... indah...

Tokoh favorit saya di buku ini, tentu saja Dede. yang sejak kecil penggila segala jenis lego. Dan tokoh ngga favorit saya dari buku ini adalah Danar himself hahaha.... Look..you are a MAN. Gemes banget bacanya. Ikut nangis juga dengan cerita di bawah pohon linde-nya. 

Dan...meski ngga setuju sekali dengan epilog buku ini. (harusnya kan Tania itu bisa bersikap rada dewasaan dikit lah buat orang yang 'memberikan janji2 kehidupan' yang lebih baik untuknya) ---tetep...buku ini karya bang Darwis yang sukses bikin saya mewek setiap baca lagi dan lagi…"
23;"Waktu pertama kali lihat buku ini, saya sudah punya feeling kuat, buku ini pasti bagus. Sejak dulu saya suka Tere Liye. Membaca tulisannya, seperti menonton sebuah film kehidupan. Dengan mudah, saya bisa menciptakan ilustrasi visual dari paparannya. Mengalir, beriak, hidup. Saya belum ada apa-apanya dibanding Bang Darwis ini.

Tema novel ini sesungguhnya klasik. Tentang seseorang (Danar) yang menjadi 'pahlawan', penolong, orangtua asuh dari anak-anak miskin-yang kemudian berhasil mengentaskan hidupnya. Tapi novel yang ini ditulis dengan rasa baru. Dalam kondisi aktual saat ini, ketika banyak anak-anak terpaksa hidup di jalanan menjadi pengamen dan pemulung, dan tinggal di rumah-rumah kardus yang tak layak huni. Dan juga dalam gaya penuturan seperti sebuah diary yang ditulis si tokoh utama Tania.

Satu hal yang mengganggu saya dalam novel ini adalah pemilihan pohon Linden dalam cerita ini. Sepengetahuan saya, ini pohon asli Eropa (terutama Jerman) dan tidak tumbuh di Indonesia. Saya mengerti, Bang Darwis memilih pohon ini karena Linden adalah simbol cinta (di negara asalnya). Tapi banyak orang Indonesia yang nggak tahu pohon apa ini. Keberadaan pohon ini dalam cerita jadi agak sedikit mengganjal.

Selebihnya, novel ini asyik banget dibaca. Banyak kalimat-kalimat bagus dan mendorong pembaca merenungkan apa sebenarnya hakikat cinta itu. Menyelami curahan hati Tania bikin perasaan jadi haru biru juga, dengan ending yang bikin teriak 'aaargh'.

Salut buat Bang Darwis! Ditunggu karya-karya berikutnya :)"
24;"Daun Yang Jatuh Tak Pernah Membenci Angin ini adalah cerita cinta. Cerita cinta yang dirasakan dan diceritakan langsung oleh tokoh utamanya, Tania. Tapi cinta yang dirasakan oleh Tania bukan cinta yang sebagaimana umumnya dirasakan oleh anak remaja seumurannya. Ia mencintai 'malaikat' yang menyelamatkan hidupnya, ibunya dan adiknya dede, yang usianya jauh lebih tua daripada dirinya. Tania memendam perasaannya dengan sabar bertahun-tahun lamanya, bersabar sambil menunggu dirinya tumbuh menjadi seorang yang pantas bersanding dengan 'dia'. Tapi harapannya pupus ketika 'dia' lebih memilih untuk menikahi oranglain, sebelum Tania sempat mengutarakan perasaannya.

Tidak perlu diragukan lagi keahlian Tere Liye dalam memadupadakan kata demi kata sehingga pembacanya dipermainkan emosinya. Dan inilah kenapa saya lebih menyukai cerita dengan sudut pandang orang pertama, saya jadi tahu lebih banyak apa yang si tokoh utama pikirkan, apa yang ia rasakan, dan dengan sempurna, melalui kata-kata yang ditulis oleh Tere Liye, saya seperti menjadi Tania. Ungkapan-ungkapan dalam buku ini pun seakan menambah suasana melankolis dalam tokoh Tania. Tidak banyak yang bisa saya katakan untuk buku ini, tapi saya menyukai buku ini.

""Nggak ada yang salah dengan cinta. Karena cinta itu anugerah, karena cinta itu sempurna.""
Saya pernah mendapat kata-kata itu dari seseorang. Dan rasanya, kata-kata itu jelas maknanya ketika saya membaca buku ini."
25;"Buku Tere Liye pertama yang saya baca :D Sangat recommended untuk rekan-rekan yang menyukai novel dengan keindahan dan kekayaan dalam penyampaian makna. Meski pada awalnya saya merasa bingung karena plot yang maju mundur dan penggambaran latar yang sangat detail. Tetapi, sangat disarankan untuk tidak membaca dalam jangka waktu yang lama hehee *curcol

Novel ini bercerita tentang perasaan seorang gadis kecil terhadap ""malaikat"" yang telah mengubah jalan hidupnya. Hingga gadis itu dewasa, ia masih menyimpan perasaan itu tanpa pernah ada keinginan untuk mengutarakan. Sampai suatu ketika sang ""malaikat"" telah mengikat hubungan dengan wanita lain. Teka-teki pun terjawab, ternyata keduanya memiliki perasaan yang sama, meski mereka tidak akan pernah bersama.

""Sekarang, ketika aku tahu dia boleh jadi tidak pernah menganggapku lebih dari seorang adik yang tidak tahu diri, biarlah... Biarlah aku luruh ke bumi seperti sehelai daun... daun yang tidak pernah membenci angin meski harus terenggutkan dari tangkai pohonya.""

Tere Liye - Daun yang Jatuh Tak Pernah Membenci Angin"
26;"Waktu saya membawa buku ini ke kasir, berniat membayar, salah satu pekerja kasir berkata seperti ini pada pekerja lainnya, ""Wuih, bagus nih kata-katanya, 'Daun yang jatuh tak pernah membenci angin.', dan saya hanya tersenyum. Memang judul yang indah..

Ini buku Tere Liye pertama yang saya baca, dan 'Gila banget buku ini,' adalah apa yang selalu singgah di pikiran saya selama 4 jam membaca. 

Dari cara penulisan yang maju-mundur saja sudah nggak biasa, dan kisah cinta disini juga nggak biasa dijadikan sebuah novel (seengaknya dari segala novel yang pernah saya baca). Dan hebat, ini novel yang bagus. Padahal banyak yang berpendapat bahwa novel ini bukanlah yang terbaik dari Tere Liye, dan seketika saya membayangkan, seindah apa novel lainnya kalau yang ini saja sudah berhasil menjadi salah satu novel yang paling berkesan sepanjang sejarah hidup saya. 

Daun yang jatuh tak pernah membenci angin…"
27;"MASTERPIECE. Kalo ada 6 bintang. Bakalan aku rate 6 bintang dah!

ceritanya sederhana, tak terlalu rumit tetapi menghibur. konflik-nya tidak begitu greget sih, tapi juga nggak alay lebay macem-macem sinetron nggak jelas. konflik-nya datang dari dalam diri masing-masing tokoh, dan kurasa nggak ada yang salah dengan itu, karena menurutku buku ini tidak memfokuskan diri pada konflik tetapi kepada bagaimana penulisnya menyalurkan pemikirannya kepada pembaca sehingga membuat pembaca terdiam, berpikir dan termenung tentang hal-hal disekitar kita. benar-benar dalam!

bahasanya enak, mengalir, puitis tapi nggak terlalu mendayu-dayu, dan deskriptif banget (baru baca 2 paragraf awal saya udah bisa bayangin keadaan di sekitar tokoh). semua itu dirangkum secara apik oleh bang tere. (good job!)

oh, dan salah satu adegan yang paling bikin galau: saat di rumah sakit. gimana ceritanya? baca sendiri, saya tidak mau memberi spoiler."
28;"Daun yang jatuh tak pernah membenci angin,
dia membiarkan dirinya jatuh begitu saja.
Tak melawan, mengikhlaskan semuanya.

Bahwa hidup harus menerima, penerimaan yang indah.
Bahwa hidup harus mengerti, pengertian yang benar.
Bahwa hidup harus memahami, pemahaman yang tulus.

Tak peduli lewat apa penerimaan, pengertian, pemahaman itu datang.
Tak masalah meski lewat kejadian yang sedih dan menyakitkan.
Biarkan dia jatuh sebagaimana mestinya.
Biarkan angin merengkuhnya, membawa pergi entah kemana. 


Ahhh, sungguuuh.. ini buku Tere Liye pertama yg saya baca
dan saya menangis membaca nya..
menyelesaikan bacaan ini hanya dengan bbrp jam saja..
membuat penasaran akhir dari ceritanya..

akan saya baca buku-buku yg lain nya ^^"
30;"Awalnya bisa tertarik untuk beli novel ini karena judulnya yang menurut gue romantis abis. Daun yang Jatuh Tak Pernah Membenci Angin. Mungkin karena saat itu gue juga lagi dalam suasana melow kali ya. Satu hal yang paling gue suka dari novel ini adalah setting tempatnya, yaitu toko buku. Meskipun tidak jelas dituliskan nama toko buku dan daerahnya, tapi sampai saat ini gue percaya bahwa toko buku itu adalah Gramedia Depok lantai 2 yang diapit oleh Mall Detos dan Margo City (maap ya bang Tere kalo sotoy). Kenapa gue suka? karena hampir setiap minggu gue ke tempat itu dan emang romantis banget apalagi ditambah dengan hujan (aaaah surga banget). 
Oh iya novel yang dibuat oleh Bang Tere ini pada dasarnya memiliki ide cerita yang sederhana tapi sangat menarik. Ide ceritanya adalah kisah jatuh cinta antara seorang anak perempuan dengan paman angkatnya. Perasaan yang pada dasarnya dirasakan oleh keduanya, tapi sama sekali tidak berani diungkapkan. Gue sebagai pembaca sih geregetan banget. Tapi yang sangat disayangkan dari novel ini adalah alur cerita yang berjalan terlalu cepat hingga kisah yang apik ini tidak mendetail dan kurang mendalam. Pengakhiran kisah dalam novel ini ditutup dengan jawaban yang ada pada novel Cinta dari Pohon Linden (novel fiksi yang ditulis oleh paman sebagai salah satu tokoh utama novel ini). "
31;"Pilihan bacaan kilat. Seperti biasa tere-liye selalu menuliskan tema yang sederhana, yang mungkin ide dasarnya biasa tapi pengemasannya selalu enak dibaca. Mengalir menghanyutkan. Untuk ceritanya sendiri... hmmm... I can relate to in one and another way. :) Bukan soal cinta beda usianya, melainkan lebih ke cinta secara umumnya yang dibahas di sini. Menurut saya karakter Tania manusiawi banget, mudah relatable lah bagi siapa pun yang pernah merasakan kandasnya cinta. (halah) Bagi saya yang pernah melihat teman-teman saya sebegitu terpuruk dan tersiksanya karena cinta... yah... jadi pengin ngadoin buku ini buat mereka, haha. Bang tere-liye berhasil menggambarkan emosi Tania secara pas di sini dengan POV orang pertamanya. Suaranya pun suara ""cewek"", bener-bener suara anak perempuan yang bertumbuh. Karakter Danar pun sama manusiawinya; pada akhirnya pembaca tidak memuja dia sebagai ""malaikat"" karena dia pun hanya seorang manusia biasa. Ngomong-ngomong, saya sukaaaaaaaa banget sama karakter Dede. :D

Saya suka endingnya. Realistis. (view spoiler) Tidak mengecewakan seperti ending Sunset Bersama Rosie. Ending di sini pas dan memang seharusnya begitu. (view spoiler)

Dari novel ini kita bisa belajar untuk menerima, belajar ikhlas; karena daun yang jatuh tak pernah membenci angin."
34;"Pertama kali melihat covernya, saya tidak tertarik membacanya. Berkali-kali bertemu di rak buku gramedia saya belum berminat membelinya.

Namun saya akhirnya membelinya, karena penasaran dengan pendapat teman yang katanya bahasa yang digunakan dalam setiap buku tereliye, terlalu sulit di cerna.

Buku ini adalah buku karya tere liye pertama yang saya beli, dan setelah saya membacanya saya justru mulai melengkapi koleksi karya tere liye.

Pendapat saya buku ini mengajarkan kita arti sebuah kehilangan, mengajarkan kita untuk memahami orang lain, mengajarkan kita untuk berterus terang, terbuka terhadap perasaan dengan tetap menjaga perasaan itu sendiri, dan yang terpenting buku ini mengajarkan saya untuk menghadapi masalah dengan tetap berprasangka baik, dengan tetap melakukan perbuatan-perbuatan baik, sehingga emosi yang ditimbulkan oleh masalah tersebut menjadi output yang baik dalam hidup.

-alwaysmile-"
38;"�Dear, seseorang�Don�t you know? Our story is just like this book.. Remembering this is like opening the bandage of a chronic wound that almost healed. I try not to cry for this case, I try.. and failed.


Hey, but remembering this sometimes is okay, rite? A scar from a chronic wound is just like a �sign� that we were galvanized to be a stronger person.Hope you�ll have a great life, then. :*�



Saya temukan catatan kecil tersebut di halaman belakang novel ini (identitas sang pemilik novel tidak saya sebutkan demi menjaga privasi, hehe :D ). Kurang lebih catatan tersebut berarti begini :

�Dear, seseorang. Tidakkah kau tau? Kisah kita seperti cerita dalam buku ini.. Mengingatnya seperti sedang membuka balutan luka kronis yang hampir sembuh. Aku mencoba untuk tidak menangis.. dan gagal.

Hey, tapi mengingat hal ini sepertinya tidak apa-apa, benar kan? Sebuah bekas luka dari luka kronis itu seperti suatu tanda, bahwa kita pernah digembleng untuk menjadi orang yang lebih kuat. Semoga hidupmu nanti menyenangkan.�

Entah kenapa, saat saya membaca catatan kecil itu, saya menjadi lebih tertarik membaca novel ini. Sepertinya jiwa KEPO saya muncul. Tergelitik untuk mencari tau kisah dibalik dituliskannya catatan kecil tersebut, saya mulai menyusuri lembar demi lembar novel ini, Daun yang Jatuh Tak Pernah Membenci Angin. Yang saya pikirkan saat itu, semoga saat saya membaca, saya tidak malah tambah galau, hehehe.

Novel ini bercerita tentang kisah romansa seorang cewek dan cowok yang usianya terpaut jauh, sekitar 14 tahun. Bukan, bukan si cewek yang lebih tua, tapi si cowoknya. Dan lagi, kisah romansa novel ini bukan romansa menye-menye yang sifatnya �kriuk��sekali dibaca, mengalir, dan tiba-tiba habis saat kita belum sempat mengambil hikmah apa-apa di dalamnya�. Kisah romansanya lumayan inspiratif, menurut saya.

Jadi, ada seorang anak sekolah dasar bernama Tania yang menyukai om-om. Tania ini anak yatim yang putus sekolah karena harus bekerja setelah ayahnya meninggal. Suatu saat dia ketemu Danar�Oom Danar lebih tepatnya�saat bekerja sebagai pengamen di bus kota. Oom Danar di sini ceritanya baik hati bak malaikat. Dan sejak pertemuan di bus kota itu, si Oom mulai membantu kehidupan Tania dan ibunya. Si Oom membantu membiayai sekolah Tania dan adiknya, Dede.Karena merasa sangat dibantu sejak awal, si Tania ini berjanji kepada dirinya sendiri untuk belajar sangat rajin untuk membanggakan si Oom dan ibunya. Akhirnya, ia mendapatkan beasiswa studi ke luar negeri. Sampai saya membaca novel ini di halaman tengah-tengah, si Tania tidak pernah mengungkapkan perasaannya, dan saya juga belum bisa menebak bagaimana perasaan si Oom ke Tania. Ini yang membuat saya gemes saat baca. Perjalanan cinta Tania sangat kompleks. Apalagi dengan kehadiran sosok �tante�, atau teman dekat si Oom. Juga beberapa perlakuan si Oom terhadap Tania yang sering bikin ge-er. Mirip PHP (pemberi harapan palsu) gitu kali, ya. Wah, sempurna sekali keribetan kisah cinta Tania ini.

Filosofi �daun� dalam novel ini juga baguus banget �menurut saya--. Di halaman 63, dijelaskanlah filosofi �daun�:

�Daun yang jatuh tak pernah membenci angin. Dia membiarkan dirinya jatuh begitu saja. Tak melawan. Mengikhlaskan semuanya.�

Jadi intinya: IKHLAS. Ya, novel ini bisa dikatakan sarat akan ilmu keikhlasan. Bahwa dalam menjalani kehidupan, terlepas saat itu kita sedang dibebani ujian atau tidak, syaratnya hanya satu, ikhlas. Saat kita ikhlas menjalani semuanya, hidup akan terasa lebih mudah dan berarti. Meskipun, ikhlas itu suliit sekali. Apalagi dalam hal cinta. Saya pernah ngakak�sambil pingin nangis--saat si penulis menggambarkan perasaan Tania di halaman 154. Begini:

�Daun yang jatuh tak pernah membenci angin.Umurku sembilan belas tahun. Seharusnya tumbuh seperti gadis-gadis lainnya. Bukan terjebak dalam semua perasaan yang mengungkung. Bukan justru sebaliknya, menangisi perasaan yang sedikit pun tidak pernah kuminta.

Aku bukan daun! Dan aku tak pernah mau menjadi daun!�

Heran kenapa saya ngakak dan pingin nangis sekaligus? Kalimat itu dilontarkan di sepertiga cerita akhir, di saat-saat genting. Dan.. yang paling bikin saya pingin ngakak dan nangis itu sebenarnya karena saya telah menemukan benang merah antara catatan kecil di halaman terakhir novel ini dengan kisah teman saya. Mirip! Hehehe. Saya sangat percaya bahwa kemiripan cerita sebuah novel, kadar �ke-KEPO-an� atau keinginan untuk membacanya itu berbanding lurus. Saya sangat percaya. :D (Tapi saya tidak berharap teman saya �itu� baca catatan ini, saya takut disambit).

Oia, ngomong-ngomong, cerita novel ini khas karya Tere Liye sekali. Beberapa novel lain yang pernah saya baca seperti Kau, Aku, dan Sepucuk Angpau Merah, Matahari Tenggelam di Wajahmu, Negeri Para Bedebah, dll., juga menyiratkan satu pesan penting: Rajin-rajinlah membaca kalau ingin sukses. Seburuk apa pun kasta sosial seseorang yang diceritakan dalam novel-novel karya Tere Liye, entah itu pengamen, pengemudi sepit, pedagang asongan, anak yatim piatu, atau apa pun itu, pasti akan menjadi �orang� karena mereka suka membaca. Jadi saya pikir, sepertinya ini memang idealisme si penulis yang disisipkan di setiap novel-novelnya, tak pandang genre. Entah itu genre romansa, aksi, keluarga, atau apa pun, ada idealisme si penulis tentang budaya membaca. Meskipun pada penggambaran cerita kadang-kadang terlalu over, karena dua pemeran utama novel ini menurut saya terlalu sempurna: cantik dan ganteng, kaya, memiliki IP (indeks prestasi) tinggi serta cerdas.

Overall, saya beri 8 dari 10 bintang untuk novel ini. Novel ini layak dibaca karena bukan novel romansa menye-menye dan kriuk. Dan lagi, novel ini layak direkomendasikan untuk orang-orang yang galau cinta. Anggap saja obat, biar cepat sembuh dan move on. Sudahlah, intinya, kalau jodoh itu tak akan ke mana kok. Dan kalau tak jodoh, ya ke mana-mana. Ikhlasin aja. Simpel, kan? :D

�Tak ada yang sempurna dalam kehidupan ini. Dia memang amat sempurna. Tabiatnya, kebaikannya, semuanya. Tetapi dia tidak sempurna.Hanya cinta yang sempurna.� �halaman 256�
"
41;"bukunya lekker sangat. nikmat tiada tara. saya hampir saja mengambang ke udara. setiap jiwa berkarakter. setiap jalan cerita beralasan. mengalir seirama detakan jantung. singkat. padat. kejadian 8 tahun dirangkai dalam beberapa bab jam. dan tentunya judul yang betul-betul mewakili seluruh isi buku. 

pernah terpikir ketika membaca tulisan belakang buku, bahwa dia adalah ayah Tiri Tania, meski sudah terbaca dari pertengahan kalo dia mencintai Tania juga. namun buku ini sanggup merekatkan daya pikatnya hingga akhir. karena saya penasaran bagaimana kisah ini berakhir. atau dia gagal menikah, atau kemudian bercerai. 

tapi oh my God! 
masih ada rahasia yang belum terkuak, apa sebenarnya yang dibisikkan saat di bawah pohon Linen?
apa yang membuat Tania meninggalkan dia di sana?
apakah Tania sudah tau kondisi Ratna, saat dia dan dia berbicara di pohon linen?

okey.. bintang 4.5 lah.. eh 4,6 atau 4,8 ya? hahahhha.. "
45;Saya membaca mundur karya Tere Liye. Karya pertama yang saya baca justru dari Rindu, Sepucuk Angpao Merah, lalu yang lainnya saya lupa judulnya. Saya masih tetap mengidolakan tulisannya yang rapi dan mengalir. Bisa dibilang ini adalah karya beliau dengan penutup yang membuat pembacanya bertanya-tanya. Namun, saya suka. :)
47;Aku suka buku ini, kisahnya gak pasaran dan pastinya tere liye berhasil mengemasnya dalam bahasa yang unik dan mengalir begitu saja :) aku gak akan banyak berkomentar. silahkan baca saja buku yang satu ini :)
48;"2,5
---
Suka sekali dengan pesan-pesan moral di dalamnya, yang tersampaikan lewat beberapa dialog."
50;ini novel yang sangaaaatttt keren. .:D ceritanya membuat saya greget. .tereliye selalu mebuat novel-novel yang menginspirasi semua yang membacanya:)
