No;Review
111;"Dengan judulnya, saya cukup yakin buku ini pasti bagus. Tapi tak jarang pula judul yang bagus tak sebagus isinya. Beberapa teman menyarankan buku ini untuk dibaca (dan kebanyakan mereka adalah penggemar Tere Liye), saya takut mereka memberikan penilaian subyektif. 

Akhirnya, saya pun memutuskan untuk membaca buku best seller ini, memastikan penilaian teman-teman saya. 

Di awal cerita, saya cukup dibuat terkesima oleh sosok Danar. Bagaimana perangainya, sikapnya, senyumannya, bahkan teduh matanya yang membuat Tania si kecil berkepang dua terpesona. 

Tetapi di pertengahan bagian saya mulai bosan dengan kisah cinta terpaut usia yg cukup jauh ini--14tahun. Bagaimana Tania menceritakan kisah hidupnya dr seorang pengamen jalanan yg hidup di rumah kardus hingga bisa menjadi siswa terbaik di salah satu sekolah terpandang di Singapura. 

Saya sudah menebak-nebak akhir ceritanya, dan voila! Tebakan saya memang benar. Tetapi saya tidak kecewa. Cerita ini dikemas dengan baik dan apik. Mungkin di tengah-tengah mulai terasa bosan karena perkembangan ceritanya yg stagnan. Tetapi, percayalah, Tere Liye berhasil mengatasinya dengan baik. Memunculkan satu masalah yg akhirnya membangkitkan gairah membaca untuk segera menuntaskan buku ini---bahkan tidak ingin berhenti sebelum cerita selesai. 

Dengan ending yg tidak dipaksakan, buku ini layak untuk kamu baca :)"
112;"Ini novel pertama tentang cinta Tere-Liye yang saya baca dan saya kira agak sedikit berbeda dari novel-novel sebelumnya yang saya baca. Tokoh utamanya seorang wanita dan melulu sarat berbicara tentang perasaan cinta, perasaan cinta seorang wanita kepada pria. Sebelum-sebelumnya, saya membaca novel Tere-Liye yang lebih bertemakan sosial (maybe?), atau cinta keluarga, novel yang didalamnya banyak kata-kata bijak untuk pembaca ambil maknanya, seperti Serial Anak Mamak atau Hafalan Sholat Delisha dan beberapa novel lainnya. Bahkan The Gogons pun tidak terlalu membahas masalah cinta.

Anyway, entah hanya perasaan saya atau bagaimana, tapi saya merasa Tere-Liye mencoba narsis di dalam diri Danar, sosok Danar sebagai seorang penulis dengan nama samaran seorang cewek, atau pekerjaannya dalam bidang ekonomi, terus terang mengingatkan saya terhadap sosok Tere liye yang asli hehe

Overall, bukunya lumayan untuk dibaca, karena sebelumnya saya sudah membaca beberapa review orang lain, dan sebagian mengatakan bahwa buku ini tidak terlalu menarik, jadi saya tidak menaruh ekspektasi terlalu tinggi. Jadi, ketika membacanya saya sudah merasa pas, tidak terlalu kecewa dengan alur cerita yang lambat."
113;"Tere Liye, memang salah satu penulis yang aku sukai. Salah satu novel yang berhasil membuat ku tersentuh: Daun yang Jatuh Tak Pernah Membenci Angin. 
Di sini dikisahkan bahwa kehidupan memang tak selamanya indah. Kehidupan tak selamanya membuat hidup kita bahagia, Tania, gadis yang semula berprofesi sampingan sebagai pengamen semenjak SD karena kondisi keluarganya, ditinggal meninggal Bapaknya. 
Namun, kehidupan memang memilukan, dan penuh dengan rahasia. Waktu mempertemukan Tania dengan malaikat penolong kehidupannya.
Lelaki itu, membiayai sekolah Tania, dan Dede adikanya, semenjak itu kehidupan mereka berubah. Memang, Tania sebenarnya adalah orang yang pintar, tapi karena keadaan Tania dan Adiknya harus melalui kesulitan-kesulitan terlebih dahulu. 
Bagaimana Tania kecil mengenal cinta semenjak mengenal lelaki itu? karena kebaikannya Tania jatuh hati dengan lelaki itu, waktu menjawab semua. Karena usia lelaki itu jauh lebih tua dari Tania, maka segalanya berubah. 
Hidup memang selalu membuat yang memiliki hidup bertanya-tanya akan masa depan yang dijanjikan. 
Saat Tania dewasa, lelaki itu memilih untuk menikah, sejak saat itu hati Tania remuk redam.
Oleh waktu rahasia lelaki itu akhirnya terkuak, di bawah pohon yang menjadi saksi sejujurnya perasaan mereka."
114;"Novel ini indah. Setidaknya menurutku yang tidak begitu menggemari kisah romansa yang manis bertabur gula. Aku lebih suka kepingan cinta yang terselip melalui jalinan tutur tokoh utama mengenai perjalanan hidup yang dilaluinya. Tak masalah bila harus berakhir sepahit sekalipun.
Karakter Tania yang kuat dan cerdas memenuhi syarat heroine yang kusukai dalam cerita manapun yang kubaca. Watak dia (aku tak mau menuliskan namanya, seperti Tania) yang baik hati, penyayang, dan tulus menurutku menjadi prasyarat untuk menjadi tokoh favorit yang disenangi semua orang, dari anak-anak hingga wanita yang membutuhkan pendamping hidup. Sementara itu, sang Ibu yang begitu tegar telah mengajarkan Tania tentang nilai-nilai kehidupan dan arti kesabaran dalam perjuangan melalui masa-masa berat. Serta Dede, sang adik kecil yang suka menceletuk seenaknya, di saat-saat tertentu bisa diandalkan dan mampu menjadi sosok yang pengertian.
Alur penceritaan yang maju-mundur, dari pemandangan kota Depok di masa kini, lalu mundur ke masa lalu, serta terbagi menjadi bab-bab yang diceritakan secara sistematis, runut sejak Tania kecil hingga dewasa. Novel ini juga menyimpan potongan teka-teki terakhir yang akan menjawab pertanyaan yang menghantui Tania selama bertahun-tahun."
115;"Buku tere liye ke sekian yang saya baca, tapi ini review pertama saya di goodreads :)
Jujur, dari beberapa buku tereliye yang saya baca sebelumnya, buku ini saya sebenarnya kurang suka sama ide ceritanya, yaitu anak sd yang suka sama om-om. ya, walaupun bukan berarti negatif. cuma masalah selera saja. namun saya tetap dapat menikmati buku ini dari awal sampai halaman terakhir.

Karena gaya cerita dari tereliye, sangat dapat dinikmati. Apalagi pada buku ini, alurnya flashback dan caranya menceritakan kenangan si Tania itu, mantap. Juga, kata-kata ajaib dari tere liye di buku ini membuat saya selalu ingin membaca halaman berikutnya (bahkan ketika telah mencapai halaman terakhir)


ini kutipan favorit,yang saya buat artworknya disini : 
“Kebaikan itu seperti pesawat terbang, Tania. Jendela-jendela bergetar, layar teve bergoyang, telepon genggam terinduksi saat pesawat itu lewat. Kebaikan merambat tanpa mengenal batas. Bagai garpu tala yang beresonansi, kebaikan menyebar dengan cepat “"
118;"Tere Liye selalu membuat saya merenung tentang kehidupan setiap kali membaca bukunya. Bukunya selalu menyampaikan filosofi hidup yang dalam. Kali ini Tere Liye menyampaikan sesuatu tentang cinta.

Daun yang jatuh tidak pernah membenci angin menceritakan tentang, well, menurut saya cinta terlarang, secara sosial. Danar, malaikat penolong Tania, ibunya dan adiknya. Danar lah yang mengangkat kehidupan Tania, membawanya dari rumah kardus di pinggir jalan, hingga menyekolahkan Tania di Singapura. Siapa sangka Danar yang sudah berusia 20an itu menyukai Tania yang belum genap 10 tahun. Mereka saling memendam cinta hingga akhirnya mereka saling mengetahui perasaan masing-masing ketika semuanya sudah terlalu terlambat.


Jalan ceritanya mengalir, bahasanya enak, ceritanya sangat masuk akal, tokoh-tokohnya juga sangat manusiawi ( I mean, beberapa novel ada tokoh yang sangat sempurna, tapi tidak begitu dengan novel ini ) tapi yah saya justru kurang suka dengan tokoh utamanya, Tania. "
119;"Kenapa beli buku ini? Pastinya gara2 Sinopsis yang ada dibalik bukunya. Emang ada apa sama sinopsisnya? Ada kata - kata yang mengalun merdu, meneriakkan sebuah cinta yang mengalir seperti air. 

Serius deh, Tere Liye ini kalo merangkai kata seakan dia seorang pujangga sejati. seorang pujangga yang entah dia berada dan berasal dari mana sehingga kata - kata yang mengalir menyeruak dan begitu saja meninggalkan embun di sudut mata gue!

Benci sebenernya baca buku ini, karena nggak abis2nya gue nangis. Crying bombay you know?? 

Bikin gue pengen obrak - abrik yang namanya Danar. Pengen buat dia berhenti bungkam. Pengen buat satu NOVEL khusus Danar!! Pengen tahu isi kepalanya... Damn!! Yang bikin gue kesel, pas dibisikin di bawah pohon, dia kagak ngasih tau gueee... bisikin apa....

Kepo to the max... secara ini novel bener2 bikin emosi gue naik turun. Ntar ketawa, eh semenit kemudian nangis!!

BEST banget yaa Tere bikin gue kayak orang LABIL ^^"
120;"Saya harus akui Tere Liye memang bukan sembarang penulis. Kalimat-kalimat tokoh utama dalam novel ini sempat membuat saya menangis. Apalagi kalimat sang ibu saat meninggal dan kalimat adik Tania, Dede yang berkunjung ke pusara ibu saat 8 tahun kepergian sang ibu.


Saya juga cukup menikmati kritik-kritik tersembunyi sang penulis tentang kondisi sosial yang berlangsung, melalui sang tokoh utama Tania.


Deskripsinya juga cukup oke, tempat-tempat sederhana, seperti warung makan tenda pinggir jalan atau toko buku jadi menarik karena dikemas dengan bahasa yang apik.

Tapi sayang, saya agak menyayangkan endingnya. Karena penggambaran tokoh Danar di akhir cerita samar. Saya gak tahu persis bagaimana perasaan si Danar. Tapi mungkin itu disengaja sama sang penulis untuk membuat pembacanya merasa sebal di akhir cerita.

Sebal? Bukan karena akhirnya gak happy ending, tapi karena akhirnya agak sedikit membingungkan buat saya. Haha.

At least, buku ini tetap menarik untuk dibaca kok :)"
121;"Buku ini mengisahkan tentang seorang gadis kecil yang tumbuh dewasa, tumbuh dengan berbagai perasaan yang bahkan kita sendiri tidak bisa menjelaskan dengan logis, tumbuh dengan banyak pemahaman. Sebuah kisah cinta yang bisa dibilang modern karena dalam beberapa hal kejadian kejadian, alur dan plot cerita itu banyak terjadi dalam kehidupan kita tapi juga aneh, ya entahlah kenapa saya sendiri menyebutnya aneh, mungkin karena ini urusan perasaan maka semua akan tampak ganjil. 

Seperti biasa dalam beberapa novel tere-liye selalu banyak pelajaran, pamahaman yang baik dalam setiap ceritanya, selalu menyinggung masalah kebaikan dan cinta :D

beberapa hal yang saya sayangkan lagi-lagi soal endingnya yang 'menggantung' tidak jelas bagaimana nasib selanjutnya tokoh tokoh dalam novel ini, atau sepertinya tere-liye memang ingin membuat kita menebak-nebak sendiri bagaimana endingnya.

but nice lah...saya benar benar menghargai setiap pesan kebaikan dan cinta didalamnya.. "
122;"Lima bintang yang saya sematkan ke novel ini punya beberapa alasan:
1. Novel ini berhasil bikin saya sering ngumpat dalam hati, ""SIALAN, PENULISNYA KOK HEBAT BANGET SIH NGERANGKAI KATA?""
2. saya termasuk pembaca novel (DRAMA) yang lamban, anehnya novel ini bisa saya baca dalam sehari.
3. Saya tdk pernah penasaran dengan alur novel drama---sampai saya membaca novel ini.
4. Saya merasa agak baper karena mirip2 pengalaman pribadi #uhuk
5. This is Damn Good Novel . You must buy it and read it, dont waste your time to read the review!

ps: untuk kamu yg sudah terlanjur baca bbrapa kritikan ttg 'pedofil' dan ketidakkonsistenan karakter, just let them. they forget to see their own characters will change in just few seconds. we are human, place of imperfectness and inconsistency. and this is the most 'reliable romance' novel i've ever read--so far. *just throw it if you like kind of Cinderella's story. 
"
123;"""Orang yang memendam perasaan seringkali terjebak oleh hatinya sendiri. Sibuk merangkai semua kejadian di sekitarnya untuk membenarkan hatinya berharap. Sibuk menghubungkan banyak hal agar hatinya senang menimbun mimpi. Sehingga suatu ketika dia tidak tahu lagi mana simpul yang nyata dan mana simpul yang dusta.""

Pertama kali liat buku ini dan baca sinopsisnya, udah yakin kalo buku ini bakalan bikin saya nangis. Setelah sekian lama nahan-nahan untuk beli buku ini, akhirnya kesampean juga baca karena dapet tugas dari sekolah. Dan saya nyesel kenapa baru sekarang saya baca buku ini. Buku ini bagus banget. Saya suka jalan ceritanya, perjuangan Tania, semua kebaikan Danar, sampe ending yg bikin saya geregetan. Berharap akhir yang bahagia tapi saya juga bukan pembaca yang benci dengan akhir yang menyedihkan."
124;"bercerita tentang kisah cinta seorang wanita terhadap ""kakak angkat""nya yang telah menyelamatkan keluarganya dari kemiskinan & keterpurukan...Kisah cinta yang harus dihadapi dengan pilihan antara rasionalitas & perasaan hati.
Suka dengan endingnya, membuat pembaca bertanya2x & menebak sendiri akhir dari cerita ini.
Layak untuk dibaca, karna ada hikmah yg bisa dipetik dari segala kejadian dalam cerita ini. Kelemahan dari novel ini terkadang jalan cerita terasa bertele-tele....terkesan ingin membuat pembaca ""penasaran"" dengan ending cerita. Dan kehidupan mereka terkesan terlalu ""perfect""...Dari seorang pengamen jalanan kemudian mendapat beasiswa ke singapura & mendapatkan nilai yg selalu ""perfect"" tanpa rintangan yg berarti. ""To good to be true"".
Tapi bagaimanapun, buku ini layak untuk dibaca & difilmkan :)"
126;Novel Tere Liye pertama yg saya baca dan langsung jatuh hati pada tulisannya. Ceritanya benar-benar menyentuh dan realistis. Tidak mengada-ngada dan tidak muluk-muluk. Dalam kehidupan, apa yang kita inginkan, tidak semua bisa kita miliki ataupun kita raih. Begitu juga dengan cinta, terkadang, cinta itu tak harus memiliki.
128;"Daun yang jatuh tak pernah membenci angin adalah buku kedua yang saya baca dari tere liye. cinta memang terkadang berubah menjadi rumit hingga kita gak tau lagi mana simpul yang nyata dan mana yang bukan. buku ini membuat saya mengerti tentang sebuah penerimaan akan hidup, penerimaan akan takdirNya dan penerimaan akan cinta yang tidak memihak pada Tania maupun Danar.

""Cinta tak harus memiliki. tak ada yang sempurna dalam kehidupan ini .."" -Tere liye

saya rasa buku ini adalah bukunya danar dalam novel tere-liye ""cinta dari pohon linden"" sebuah buku yang gak akan pernah selesai begitulah kata-kata bang tere dalam novelnya yang satu ini. Akhir cerita dalam novel ini pun seperti dibiarkan menggantung. membuat saya penasaran. rasanya ada yang belum usai,

over all. saya selalu suka dengan tulisan tulisan tere liye :) saya bisa mengerti banyak hal dari novel ini "
