No,Review
14,"Judul buku : Daun yang Jatuh Tak Pernah Membenci Angin
Pengarang : Tere Liye
Penerbit : Gramedia Pustaka
Tahun terbit : 2010
Tebal : 264 Halaman
ISBN : 978-979-22-5780-9
Harga : Rp 43.000,00
My rating : ?????


Dia bagai malaikat bagi keluarga kami. Merengkuh aku, adikku, dan ibu dari kehidupan jalanan yang miskin dan nestapa. Memberikan makan, tempat berteduh, sekolah, dan janji masa depan yang lebih baik.


Berawal dari pertemuan antara kakak beradikTania dan Dededengan seorang laki-laki berumur dua puluh tahunan yang menolong Tania saat kakinya tertusuk paku saat mengamen di dalam bus. Saat pertama kali bertemu dengan Danar, usia Tania sebelas tahun, Dede enam tahun, dan Danar dua puluh lima tahun.


Tania dan Dede tinggal di rumah kardus di bantaran sungaidi bawah pohon linden (pohon ini akan memiliki arti penting)bersama ibunya, sang ayah telah meninggal tiga tahun sebelumnya karena TBC. Setelah pertemuan pertama mereka dengan Danar (tapi karena umur Danar yang terpaut jauh mereka memanggil Danar dengan Oom), Oom Danar kembali menemui mereka di bus dengan membawa dua pasang sepetu untuk mereka, tak hanya itu, Oom Danar juga sering mengunjungi rumah kardus mereka, membawakan makanan, mengajak bertamasya, serta sering mengajak mereka berbelanja peralatan sekolah dan buku di toko buku berlantai dua yang merupakan toko buku terbesar di kota (tempat ini juga akan memiliki arti penting). Dan setelah itu Oom Danar memindahkan keluarga Tania ke kontrakan yang lebih layak.

Sejak pertama kali bertemu Oom Danar, Tania telah mengidolakannya, perasaan yang seharusnya tidak dimiliki seorang gadis kecil berkepang dua kepada pria yang empat belas tahun lebih tua darinya. Tania selalu berjanji pada dirinya sendiri untuk menuruti segala kata-kata Oom Danar dan dia sangat benci apabila ada wanita yang dekat dengan Oom Danar termasuk Kak RatnaPacar Oom Danar. Tapi saat itu Tania masih terlalu kecil untuk mengerti perasaannya sendiri.


Kita ngga pernah tahu apa yang akan terjadi esok lusa.



Saat usia Tania tiga belas tahun, Dede delapan Tahun, dan Oom Danar dua puluh tujuh tahun, Ibu Tania meninggal dunia. Tania melanjutkan sekolah menengah pertamanya di Singapuraitupun keputusan Oom Danar yang dapat melihat kepandaian Tania dan Tania jelas tak bisa menolak perintahnyasedangkan Dede tinggal bersama Oom Danar.


Orang yang memendam perasaan seringkali terjebak oleh hatinya sendiri, sibuk merangkai semua kejadian di sekitarnya untuk membenarkan hatinya berharap. Sibuk menghubungkan banyak hal agar hatinya senang menimbun mimpi. Sehingga suatu ketika dia tidak tahu lagi mana simpul yang nyata mana simpul yang dusta.



Seiring berjalannya waktu Tania tumbuh menjadi gadis cantik dan dewasa, perasaannya kepada Oom Danar semakin menjadi-jadi (saat itu dia mulai memanggil Oom Danar dengan sebutan Kak), sejalan dengan dimulainya teka-teki kehidupan yang begitu rumit karena potongan-potangannya yang masih berserakan dan sulit disatukan. Perasaan Tania hancur berantakan saat Kak Danar memutuskan menikah dengan Kak Ratna. Namun setelah menikah dengan Kak Ratna, Kak Danar berubah menjadi pemurung. Hingga potongan teka-teki itu semakin jelas dengan terkuaknya apa yang selama ini Kak Danar rahasiakan. Perasaannya kepada anak gadis berumur dua belas tahun yang masih berkepang dua. Dan setelah semua potongan teka-teki terpasang dengan jelas, apa yang akan terjadi dengan hubungan Kak Danar dan Tania serta nasib pernikahan kak Danar dengan Kak Ratna?

Aku tak pernah menginginkan perasaan ini kan? Dia datang begitu saja. Menelusuk hatiku. Tumbuh pelan-pelan seperti kecambah disiram hujan. Aku sungguh tidak menginginkan semua perasaan ini.


Daun yang jatuh tak pernah membenci angin. Dia membiarkan dirinya jatuh begitu saja. Tak melawan. Mengikhlaskan semuanya.


Baca selengkapanya di Daun yang Jatuh Tak Pernah Membenci Angin

€?€?€?€?€?€?€?€?€?€?

Tania
Tania adalah tokoh utama novel ini. Gadis pengamen kecil berkepang dua yang menjelma menjadi gadis nan cantik dan mempesona. Gadis yang mencintai malaikat penyelamat hidupnya. Karakter Tania yang pantang menyerah, gigih, dan memiliki semangat meluap-luap membuatnya menjadi gadis yang disenangi teman-temannya

Danar
Tokoh utama sebagai orang yang mrubah nasib keluarga Tania, malaikat keluarga Tania. Hal itu dia lakukan karena rasa rindunya terhadap keluarga yang tak pernah dia miliki. Karakternya yang penyayang, ulet, dan dermawan membuat tokoh ini sangat menawan hati.

Dede
Dede adalah adik kandung Tania. Dede adalah pelaku yang sangat membantu terpecahkannya teka-teki kehidupan itu.

Ratna (duh namaku :D)
Ratna adalah pacar yang kemudian menjadi istri Danar, walaupun pada awalnya kehadiran tokoh ini tidak disukai Tania dan Dede, tapi sifat sabar dan penyayangnya membuat keduanya luluh.

€?€?€?€?€?€?€?€?€?€?



Wow! Seriusan deh, ini novel keren banget! Aku emang ga begitu tertarik sama covernya yang biasa-biasa aja, tapi setelah kubaca, duhh nangis mulu bawaannya. Tere Liye begitu pintar merangkai cerita dengan alur flashback. Rangkaian cerita dari awal sampai akhir begitu mudah aku pahami dan aku sangat menikmatinya. Ditambah quotes-quotes yang berbobot banyak sekali berserakan di novel ini. So I give ????? / 5 for this novel. Perfect! :D"
15,"Membaca buku ini, saya jadi serem *loh kok?

Ya, karena buku ini mengisahkan dua orang yang sama-sama mencinta, namun juga sama-sama bertepuk sebelah tangan. Tak tergapai, tak tercapai. Betapa dua orang ini berusaha membunuh perasaannya sejak awal dengan rasionya, namun nyatanya cinta tak rasional. Mengakar kuat begitu saja, meski setiap cabang perasaan yang tumbuh dipangkas habis, nyatanya kembali tumbuh kembali dengan cabang yang lebih banyak. Sesuatu yang tidak terkendali inilah yang membuat sakit pada akhirnya. Dia menafikan perasaan itu, merasa baik-baik saja namun tak diduga perasaan itu justru membunuhnya pelan-pelan, menghantarkan rasa hampa tanpa dia sadari.

Anyway, buku ini dibawakan secara sederhana, tak banyak konflik, tidak menggunakan bahasa langit, namun sukses menyampaikan makna yang dalam kepada para pembacanya. Para tokohnya rasional dalam memainkan perannya masing-masing, tidak absurd dan tidak picisan sehingga saya lebih enjoy dan menghayati kisahnya."
16,"Bagi seorang yang sangat sulit untuk membaca novel sepertiku, daftar isi menjadi sangat penting. Maka, saat aku pertama kali membuka pembungkus plastik buku Daun Yang Jatuh Tak Pernah Membenci Angin itu, langkah pertama adalah mencari daftar isinya. Aku ingin tahu ada berapa bab dalam buku itu. Mungkin saja judul tiap babnya bisa menarik minatku untuk tidak loncat-loncat saat membacanya (ini kebiasaan buruk kalo baca novel, baca dua bab awal, trus ke beberapa bab akhir, kalo agak bingung, baca bab di tengah2. Aneh!).

Sayangnya, daftar isi tidak ada dalam buku itu. Tere-Liye langsung mengajakku masuk ke dalam cerita. Mengambil sudut pandang seorang gadis bernama Tania yang sedang berdiri manis memandang ke luar jendela. Dari lantai dua sebuah toko buku. Hmm.. Aku menjadi tertarik karena setting tempatnya yang begitu kukenal dengan baik. Toko buku itu mirip sekali seperti Gramedia Depok, toko buku favoritku, yang sering kukunjungi karena jika beruntung (segel plastiknya dibuka), aku bisa membaca buku-buku secara gratis, tak perlu mengikuti jejak Tania untuk membeli buku selepasnya dari toko buku itu. hehe.. Mungkin aku hanya perlu menahan kakiku agar tetap kuat berdiri, secara kursi untuk duduk sangat terbatas jumlahnya. Yaph, selama satu jam Tania mengenang kisahnya selama 10 tahun terakhir, dari dalam toko buku itu. (Btw, settingan waktu yang ditampilkan penulis juga menarik looh..!).

Kisah cinta Tania sebenarnya tidak terlalu istimewa. Cintanya berkisar antara cinta kepada Ibu, adik, dan seseorang. Seseorang yang pada akhirnya mengambil porsi lebih banyak untuk dibahas oleh Tania. Seseorang yang membuat Tania harus bermain dengan harapan dan asumsi. Dan kisah cinta ini semakin membuatku yakin, bahwa dengan cinta, semua akan terasa mudah. mungkin penggambaran di sini lebih sederhana, seorang Tania kecil, karena cintanya pada Seseorang, rela mengikuti keinginannya untuk menjadi gadis yang cantik dan dewasa. Cinta terkadang memang mampu menjadi energi positif. Seperti seorang bapak tua yang rela berpanas-panas ria mengatur jalan karena cintanya pada pekerjaannya. Dan mungkin karena cinta pula aku rela berjongkok di pinggir danau UI hanya untuk mengamati capung2ku. hoho..

Tapi yang menarik dari novel ini adalah filosofi seperti yang tertuang dalam judul novel tersebut.

Daun yang jatuh tak pernah membenci angin..
Dia jatuh begitu saja, tak melawan..mengikhlaskan semuanya
Hidup harus menerima.. penerimaan yang indah
Hidup harus mengerti.. pengertian yang benar
Dan hidup harus memahami.. pemahaman yang tulus.
Tak peduli dari mana penerimaan, pengertian, dan pemahaman itu datang,
Tak masalah mesti lewat kejadian yang sedih dan menyakitkan.

Kata-kata itu sepertinya tak harus diaplikasikan untuk kisah cinta saja. Nyatanya, dalam kehidupan sehari-hari pun kita harus sadar bahwa ada garis takdir yang menentukan perjalanan kita. Tapi yang tetap perlu diingat, bahwa ada usaha dalam setiap doa. Pun kurasa, daun yang jatuh itu tidak serta merta jatuh, ada masa yang tepat membuatnya jatuh. (kecuali ada orang iseng yang mencabut daun sembarangan kali yaa..! hayooo.. jangan menyalahi takdir si daun..! hihi..)


nb:
hal lain yang menarik saat aku membaca novel ini adalah profile chat Dede yang bergonta-ganti mengikuti suasana hatinya ^___^"
18,"Buku Tere Liye pertama yang saya baca. Sebenarnya beli buku ini di Januari tahun lalu, karena tertarik dengan disain sampulnya dan nama pengarang Best Seller yang sedang terkenal. Berhubung banyaknya buku yang numpuk untuk dibaca, baru sempat terbaca sekarang. Mungkin juga karena dipicu oleh film dari adaptasi novel Tere Liye yang sudah putar di Bioskop (belum nonton sih) akhirnya saya tarik buku ini dari tumpukan, ah mungkin juga karena sedang mood-nya baca buku genre ini.

Suka dengan gaya penulisannya, ringkas, enak dibaca, mudah dipahami, tapi tidak suka dengan ide ceritanya. Perbedaan usia 14 tahun antara wanita dan pria, sebenarnya bukan masalah sama sekali, jika wanitanya berumur paling tidak 17 tahun. Tapi bayangkan seorang pria 26 tahun punya perasaan suka dengan anak bau kencur berumur 12 tahun, ... ohh come on... sekarang bukan jamannya lagi nikah diatur keluarga, nenekku saja usianya 16tahun ketika dijodohin dengan kakek. Kalau jaman sekarang, dengan tanpa paksaan seorang lelaki punya perasaan tertentu ke anak belum puber, kesannya phedophilia.

Ini definisi Phedophilia dari Wikipedia :
As a medical diagnosis, pedophilia (or paedophilia) is defined as a psychiatric disorder in adults or late adolescents (persons age 16 or older) typically characterized by a primary or exclusive sexual interest in prepubescent children (generally age 13 years or younger, though onset of puberty may vary). The child must be at least five years younger than the adolescent (16 or older) to be termed pedophilia.

Hehehe... itulah kesan saya dari buku pertama yang saya baca dari pak Darwis Tere Liye. Saya masih mau membaca buku-buku yang lainnya dari pengarang ini, karena suka dengan gaya tulisannya, tapi mudah-mudahan dibuku yang lain ceritanya lebih baik, lebih membumi, dan lebih realistis.
Ada yang mau meminjamkan atau ngirim ebook nya ke sayah ? ;) ***takutkuciwalagi.com**"
19,"Novel Tere Liye pertama -dari sekian banyaknya koleksi novel Tere Liye mama yang saya baca. Awalnya gak terlalu tertarik tapi setelah liat mama saya membaca sampai menangis tersedu-sedu jadi penasaran hehehe..
Benar-benar gak bisa ngebayangin, jadi Tania yang mencintai ""Malaikat"" keluarganya yang usianya jauh berbeda. Tapi ternyata itu tidak mengubah perasaan yang mungkin awalnya kagum menjadi perasaan mencintai. Tapi sayang Tania harus merelakan ""Malaikat""nya menikah dengan perempuan lain, sampai perempuan itu mengatakan kepada Tania kalau dia sedang mengangdung 4 bulan. Dan setelah mendengar kabar bahagia dari Istri Malaikatnya, ia juga harus mendengar kabar yang lebih bahagia lagi kalau ternyata Malaikatnya lebih mencintai dirinya daripada Istrinya yang sekarang. Waaah Tania frustasi sekali kelihatannya. Tapi akhirnya ia memilih pergi meninggalkan semuanya karena memang sudah terlambat. Tania mungkin berpikir untuk tidak mengganggu keluarga orang lain.
Ahhhhh Tania tegar sekali kamuuu :"")"
20,"Satu kata. Sial.

Kata itu harusnya menjelaskan segalanya.

Kalau Bumi got me hooked, this one got me choked. Parah. Nggak terhitung saya nangis berapa kali. Sesenggukan. Nyes dan nyesek.

Awalnya saya kira buku ini tentang... mencintai seseorang yang nggak seharusnya kita cintai. Unrequited love. Asumsi pertama saya benar, walau rada meleset, karena saya mengekspetasikan kisah cinta remaja biasa. Saya ngincer buku ini pas hati saya lagi remuk nggak berbentuk soalnya. #curcol

Unrequited love-nya ternyata nggak terjadi, biar kata nggak happy ending juga. Saya sempet geregetan pas baca revelation-nya. Duh. Andai Dede lebih terbuka. Andai salah satu di antara Tania/Danar ada yang mau ngomong duluan. But, oh well, sejak kapan cinta nggak membingungkan?

Perubahannya terasa banget, pemikiran Tania dari tahun ke tahun. Dari yang childish ke workaholic. I love the way she worked things out. Berusaha melupakan. Menyibukkan diri. Karena itu yang juga saya lakukan kalau lagi sakit hati. #curcoljiliddua

Buku ini juga bertebaran quotes, tapi yang paling nyes dan ngena adalah...

""Bahwa hidup harus menerima... penerimaan yang indah. Bahwa hidup harus mengerti... pengertian yang benar. Bahwa hidup harus memahami... pemahaman yang tulus. Tak peduli lewat apa penerimaan, pengertian, dan pemahaman itu datang. Tak masalah meski lewat kejadian yang sedih dan menyakitkan.""

OH YA. Satu lagi. Saya kira Tere Liye buku-bukunya Islamic banget, religius abez, tapi ternyata... nggak. Dan saran saya sih, sebaiknya tiap scene flashback, ditulis Italic aja. Saya rada bingung dan cukup sering ngernyitin dahi sepanjang buku ini.

Overall...
Cover: ? ? ? ? ? 
Plot: ? ? ? ? ?
Writing: ? ? ? ? ?
Characters: ? ? ? ? ? 

Parfait, lah. Harus dibaca mereka yang lagi mikir hidup tuh nggak adil banget.

Udah ya. Saya mau lanjut mewek."
21,"Saya bukan penggemar berat Tere Liye, tapi saya punya beberapa novel karya beliau. Sejujurnya novel ini adalah karyanya yang saya baca sampai selesai dalam sekali duduk. Penasaran, ketika baru sampai dihalaman-halaman awal sudah tidak bisa menahan diri untuk membaca halaman akhir. Walhasil saya jadi tambah penasaran. 
Judulnya menarik. Justru saya membeli karena judulnya, walaupun agak telat sih (maklum, toko buku besar seperti Gramedia baru ada di kota saya dua bulan terakhir). 
Saya selalu suka cara Tere mendeskripsikan setting melalui pemikiran karakter dalam novelnya. Pemandangan yang di lihat Tania-tokoh utama dalam novel ini-dari lantai dua toko buku favoritnya sering diulang tapi tidak membosankan, malah memperkuat 'feel' yang sedang dirasakan Tania saat itu.
Karakter Tania dari gadis kecil berkepang dua menjadi gadis dewasa yang cantik sepertinya agak maksa ya. Tapi saya tetap suka dengan perubahan Tania dari lembar ke lembar. 
Walaupun cerita ending-nya agak sedikit menggantung. Sebenarnya sudah jelas bagaimana perasaan Danar kepada Tania, walaupun Danar tidak mengakui dan mengatakannya langsung. Mungkin, Tere bermaksud agar pembaca saja yang menarik kesimpulan bagaimana perasaan Danar sesungguhnya kepada Tania.
Well, yang saya yakin dari novel ini, apapun yang kita rasakan pada orang lain, kita punya hak untuk memberitahukannya. Bagaimana orang itu akan menerima atau menolak perasaan kita, itu juga adalah haknya.
Setelah ini saya harus baca novel-novel karya Tere Liye yang lain :D"
22,"i love this book :-)

aslinya, uda lama sekali punya buku ini. gandengan dengan buku2 Bang Darwis lain yang tegeletak di rak berharap nanti-nanti ada waktu buat ngebacanya. Suatu saat, berkunjuglah ke rumah adik, liat buku ini (miliki dia sendiri) di lemari, dan entah mengapa tergerak membaca. Eng Ing Eng.... sukses banget nyuekin lingkungan sekitar sampai bukunya selesai dibaca...

Ceritanya simpel, indah, bikin geregetan, rada 'too good to be true', tapi beneran... indah...

Tokoh favorit saya di buku ini, tentu saja Dede. yang sejak kecil penggila segala jenis lego. Dan tokoh ngga favorit saya dari buku ini adalah Danar himself hahaha.... Look..you are a MAN. Gemes banget bacanya. Ikut nangis juga dengan cerita di bawah pohon linde-nya. 

Dan...meski ngga setuju sekali dengan epilog buku ini. (harusnya kan Tania itu bisa bersikap rada dewasaan dikit lah buat orang yang 'memberikan janji2 kehidupan' yang lebih baik untuknya) ---tetep...buku ini karya bang Darwis yang sukses bikin saya mewek setiap baca lagi dan lagi…"
23,"Waktu pertama kali lihat buku ini, saya sudah punya feeling kuat, buku ini pasti bagus. Sejak dulu saya suka Tere Liye. Membaca tulisannya, seperti menonton sebuah film kehidupan. Dengan mudah, saya bisa menciptakan ilustrasi visual dari paparannya. Mengalir, beriak, hidup. Saya belum ada apa-apanya dibanding Bang Darwis ini.

Tema novel ini sesungguhnya klasik. Tentang seseorang (Danar) yang menjadi 'pahlawan', penolong, orangtua asuh dari anak-anak miskin-yang kemudian berhasil mengentaskan hidupnya. Tapi novel yang ini ditulis dengan rasa baru. Dalam kondisi aktual saat ini, ketika banyak anak-anak terpaksa hidup di jalanan menjadi pengamen dan pemulung, dan tinggal di rumah-rumah kardus yang tak layak huni. Dan juga dalam gaya penuturan seperti sebuah diary yang ditulis si tokoh utama Tania.

Satu hal yang mengganggu saya dalam novel ini adalah pemilihan pohon Linden dalam cerita ini. Sepengetahuan saya, ini pohon asli Eropa (terutama Jerman) dan tidak tumbuh di Indonesia. Saya mengerti, Bang Darwis memilih pohon ini karena Linden adalah simbol cinta (di negara asalnya). Tapi banyak orang Indonesia yang nggak tahu pohon apa ini. Keberadaan pohon ini dalam cerita jadi agak sedikit mengganjal.

Selebihnya, novel ini asyik banget dibaca. Banyak kalimat-kalimat bagus dan mendorong pembaca merenungkan apa sebenarnya hakikat cinta itu. Menyelami curahan hati Tania bikin perasaan jadi haru biru juga, dengan ending yang bikin teriak 'aaargh'.

Salut buat Bang Darwis! Ditunggu karya-karya berikutnya :)"
24,"Daun Yang Jatuh Tak Pernah Membenci Angin ini adalah cerita cinta. Cerita cinta yang dirasakan dan diceritakan langsung oleh tokoh utamanya, Tania. Tapi cinta yang dirasakan oleh Tania bukan cinta yang sebagaimana umumnya dirasakan oleh anak remaja seumurannya. Ia mencintai 'malaikat' yang menyelamatkan hidupnya, ibunya dan adiknya dede, yang usianya jauh lebih tua daripada dirinya. Tania memendam perasaannya dengan sabar bertahun-tahun lamanya, bersabar sambil menunggu dirinya tumbuh menjadi seorang yang pantas bersanding dengan 'dia'. Tapi harapannya pupus ketika 'dia' lebih memilih untuk menikahi oranglain, sebelum Tania sempat mengutarakan perasaannya.

Tidak perlu diragukan lagi keahlian Tere Liye dalam memadupadakan kata demi kata sehingga pembacanya dipermainkan emosinya. Dan inilah kenapa saya lebih menyukai cerita dengan sudut pandang orang pertama, saya jadi tahu lebih banyak apa yang si tokoh utama pikirkan, apa yang ia rasakan, dan dengan sempurna, melalui kata-kata yang ditulis oleh Tere Liye, saya seperti menjadi Tania. Ungkapan-ungkapan dalam buku ini pun seakan menambah suasana melankolis dalam tokoh Tania. Tidak banyak yang bisa saya katakan untuk buku ini, tapi saya menyukai buku ini.

""Nggak ada yang salah dengan cinta. Karena cinta itu anugerah, karena cinta itu sempurna.""
Saya pernah mendapat kata-kata itu dari seseorang. Dan rasanya, kata-kata itu jelas maknanya ketika saya membaca buku ini."
25,"Buku Tere Liye pertama yang saya baca :D Sangat recommended untuk rekan-rekan yang menyukai novel dengan keindahan dan kekayaan dalam penyampaian makna. Meski pada awalnya saya merasa bingung karena plot yang maju mundur dan penggambaran latar yang sangat detail. Tetapi, sangat disarankan untuk tidak membaca dalam jangka waktu yang lama hehee *curcol

Novel ini bercerita tentang perasaan seorang gadis kecil terhadap ""malaikat"" yang telah mengubah jalan hidupnya. Hingga gadis itu dewasa, ia masih menyimpan perasaan itu tanpa pernah ada keinginan untuk mengutarakan. Sampai suatu ketika sang ""malaikat"" telah mengikat hubungan dengan wanita lain. Teka-teki pun terjawab, ternyata keduanya memiliki perasaan yang sama, meski mereka tidak akan pernah bersama.

""Sekarang, ketika aku tahu dia boleh jadi tidak pernah menganggapku lebih dari seorang adik yang tidak tahu diri, biarlah... Biarlah aku luruh ke bumi seperti sehelai daun... daun yang tidak pernah membenci angin meski harus terenggutkan dari tangkai pohonya.""

Tere Liye - Daun yang Jatuh Tak Pernah Membenci Angin"
26,"Waktu saya membawa buku ini ke kasir, berniat membayar, salah satu pekerja kasir berkata seperti ini pada pekerja lainnya, ""Wuih, bagus nih kata-katanya, 'Daun yang jatuh tak pernah membenci angin.', dan saya hanya tersenyum. Memang judul yang indah..

Ini buku Tere Liye pertama yang saya baca, dan 'Gila banget buku ini,' adalah apa yang selalu singgah di pikiran saya selama 4 jam membaca. 

Dari cara penulisan yang maju-mundur saja sudah nggak biasa, dan kisah cinta disini juga nggak biasa dijadikan sebuah novel (seengaknya dari segala novel yang pernah saya baca). Dan hebat, ini novel yang bagus. Padahal banyak yang berpendapat bahwa novel ini bukanlah yang terbaik dari Tere Liye, dan seketika saya membayangkan, seindah apa novel lainnya kalau yang ini saja sudah berhasil menjadi salah satu novel yang paling berkesan sepanjang sejarah hidup saya. 

Daun yang jatuh tak pernah membenci angin…"
27,"MASTERPIECE. Kalo ada 6 bintang. Bakalan aku rate 6 bintang dah!

ceritanya sederhana, tak terlalu rumit tetapi menghibur. konflik-nya tidak begitu greget sih, tapi juga nggak alay lebay macem-macem sinetron nggak jelas. konflik-nya datang dari dalam diri masing-masing tokoh, dan kurasa nggak ada yang salah dengan itu, karena menurutku buku ini tidak memfokuskan diri pada konflik tetapi kepada bagaimana penulisnya menyalurkan pemikirannya kepada pembaca sehingga membuat pembaca terdiam, berpikir dan termenung tentang hal-hal disekitar kita. benar-benar dalam!

bahasanya enak, mengalir, puitis tapi nggak terlalu mendayu-dayu, dan deskriptif banget (baru baca 2 paragraf awal saya udah bisa bayangin keadaan di sekitar tokoh). semua itu dirangkum secara apik oleh bang tere. (good job!)

oh, dan salah satu adegan yang paling bikin galau: saat di rumah sakit. gimana ceritanya? baca sendiri, saya tidak mau memberi spoiler."
28,"Daun yang jatuh tak pernah membenci angin,
dia membiarkan dirinya jatuh begitu saja.
Tak melawan, mengikhlaskan semuanya.

Bahwa hidup harus menerima, penerimaan yang indah.
Bahwa hidup harus mengerti, pengertian yang benar.
Bahwa hidup harus memahami, pemahaman yang tulus.

Tak peduli lewat apa penerimaan, pengertian, pemahaman itu datang.
Tak masalah meski lewat kejadian yang sedih dan menyakitkan.
Biarkan dia jatuh sebagaimana mestinya.
Biarkan angin merengkuhnya, membawa pergi entah kemana. 


Ahhh, sungguuuh.. ini buku Tere Liye pertama yg saya baca
dan saya menangis membaca nya..
menyelesaikan bacaan ini hanya dengan bbrp jam saja..
membuat penasaran akhir dari ceritanya..

akan saya baca buku-buku yg lain nya ^^"
30,"Awalnya bisa tertarik untuk beli novel ini karena judulnya yang menurut gue romantis abis. Daun yang Jatuh Tak Pernah Membenci Angin. Mungkin karena saat itu gue juga lagi dalam suasana melow kali ya. Satu hal yang paling gue suka dari novel ini adalah setting tempatnya, yaitu toko buku. Meskipun tidak jelas dituliskan nama toko buku dan daerahnya, tapi sampai saat ini gue percaya bahwa toko buku itu adalah Gramedia Depok lantai 2 yang diapit oleh Mall Detos dan Margo City (maap ya bang Tere kalo sotoy). Kenapa gue suka? karena hampir setiap minggu gue ke tempat itu dan emang romantis banget apalagi ditambah dengan hujan (aaaah surga banget). 
Oh iya novel yang dibuat oleh Bang Tere ini pada dasarnya memiliki ide cerita yang sederhana tapi sangat menarik. Ide ceritanya adalah kisah jatuh cinta antara seorang anak perempuan dengan paman angkatnya. Perasaan yang pada dasarnya dirasakan oleh keduanya, tapi sama sekali tidak berani diungkapkan. Gue sebagai pembaca sih geregetan banget. Tapi yang sangat disayangkan dari novel ini adalah alur cerita yang berjalan terlalu cepat hingga kisah yang apik ini tidak mendetail dan kurang mendalam. Pengakhiran kisah dalam novel ini ditutup dengan jawaban yang ada pada novel Cinta dari Pohon Linden (novel fiksi yang ditulis oleh paman sebagai salah satu tokoh utama novel ini). "
31,"Pilihan bacaan kilat. Seperti biasa tere-liye selalu menuliskan tema yang sederhana, yang mungkin ide dasarnya biasa tapi pengemasannya selalu enak dibaca. Mengalir menghanyutkan. Untuk ceritanya sendiri... hmmm... I can relate to in one and another way. :) Bukan soal cinta beda usianya, melainkan lebih ke cinta secara umumnya yang dibahas di sini. Menurut saya karakter Tania manusiawi banget, mudah relatable lah bagi siapa pun yang pernah merasakan kandasnya cinta. (halah) Bagi saya yang pernah melihat teman-teman saya sebegitu terpuruk dan tersiksanya karena cinta... yah... jadi pengin ngadoin buku ini buat mereka, haha. Bang tere-liye berhasil menggambarkan emosi Tania secara pas di sini dengan POV orang pertamanya. Suaranya pun suara ""cewek"", bener-bener suara anak perempuan yang bertumbuh. Karakter Danar pun sama manusiawinya; pada akhirnya pembaca tidak memuja dia sebagai ""malaikat"" karena dia pun hanya seorang manusia biasa. Ngomong-ngomong, saya sukaaaaaaaa banget sama karakter Dede. :D

Saya suka endingnya. Realistis. (view spoiler) Tidak mengecewakan seperti ending Sunset Bersama Rosie. Ending di sini pas dan memang seharusnya begitu. (view spoiler)

Dari novel ini kita bisa belajar untuk menerima, belajar ikhlas; karena daun yang jatuh tak pernah membenci angin."
34,"Pertama kali melihat covernya, saya tidak tertarik membacanya. Berkali-kali bertemu di rak buku gramedia saya belum berminat membelinya.

Namun saya akhirnya membelinya, karena penasaran dengan pendapat teman yang katanya bahasa yang digunakan dalam setiap buku tereliye, terlalu sulit di cerna.

Buku ini adalah buku karya tere liye pertama yang saya beli, dan setelah saya membacanya saya justru mulai melengkapi koleksi karya tere liye.

Pendapat saya buku ini mengajarkan kita arti sebuah kehilangan, mengajarkan kita untuk memahami orang lain, mengajarkan kita untuk berterus terang, terbuka terhadap perasaan dengan tetap menjaga perasaan itu sendiri, dan yang terpenting buku ini mengajarkan saya untuk menghadapi masalah dengan tetap berprasangka baik, dengan tetap melakukan perbuatan-perbuatan baik, sehingga emosi yang ditimbulkan oleh masalah tersebut menjadi output yang baik dalam hidup.

-alwaysmile-"
